Name,Quick facts,Setting,International Fin Aid,SAT range,ACT range,Admission,RD deadlines,EA/ED deadlines,Costs,Address
Loyola University New Orleans,"Quick Facts
Percentage of students graduating within 6 years : 62.0%
Total undergraduates : 3,188
First-time degree-seeking freshmen : 826
Percentage of financial need met (average) : 80.0%
Average financial aid package : $36,351.00
In-State Tuition : $42,030.00
Out-of-State Tuition : $42,030.00","Setting
Large City (250-500k)
Urban
Residential campus","Financial Aid
International students eligible for non-need based aid
Total Amount Awarded:  $831,636.00
Number of enrolled international undergraduates received aid:  36
Non-resident aliens must submit the following financial aid forms:
Foreign Student Certification of Finances",1050 - 1260,22 - 28,"General Applying Information
Application Fee:   $0.00
Application Fee Waiver Available:   Yes
Total applicants :   5,857
Admitted :   4,394
Enrolled :   830
Less selective 75.0% of applicants admitted
Applied early admission :   --
Admitted early admission :   --
Applied early action :   --
Admitted early action :   --
Plan Available for early admission :   Early action - not restrictive
Admission stats are based on first-time, degree seeking freshmen from Fall 2016 and Fall 2017.","Admission
Application rolling begin :   Dec 1
Regular application due:   No Regular Application Deadline
Priority application due :   Nov 15
College will notify student of admission :  --
Student must reply to acceptance by :   May 1 (or within 2 week(s) if notified after May 1st)
Housing deposit due :   May 1","Early Decision And Action
Early action application due :   Nov 15
College will notify student of early action admission by :   Dec 1","Cost Category                     | On Campus  | Off Campus |  At Home   
In-state tuition and fees:        | $42,030.00 | $42,030.00 | $42,030.00 
Out-of-state tuition and fees:    | $42,030.00 | $42,030.00 | $42,030.00 
Room and board:                   | $13,606.00 | $12,876.00 |     --     
Books and supplies:               | $1,276.00  | $1,276.00  | $1,276.00  
Estimated personal expenses:      | $1,966.00  | $1,966.00  |     --     
Transportation expenses:          | $1,270.00  | $1,270.00  | $1,270.00  
Estimated Total In-state:         | $60,148.00 | $59,418.00 | $44,576.00 
Estimated Total Out-of-state:     | $60,148.00 | $59,418.00 | $44,576.00 ","Main Address
6363 Saint Charles Ave
New Orleans, LA 70118-6143
www.loyno.edu"
,,,,,,,,,,
Nicholls State University,"Quick Facts
Total undergraduates : 5,918
First-time degree-seeking freshmen : 1,242
Percentage of financial need met (average) : 51.0%
Average financial aid package : $9,168.00
In-State Tuition : $7,928.00
Out-of-State Tuition : $9,020.00","Setting
Large Town (10-50k)
Rural
Commuter campus","Financial Aid
International students eligible for need based aid
International students eligible for non-need based aid
Total Amount Awarded:  $46,255.00
Number of enrolled international undergraduates received aid:  16",No information,20 - 25,"General Applying Information
Application Fee:   $20.00
Application fee notes:   Paper/Online
Application Fee Waiver Available:   No
Total applicants :   2,815
Admitted :   2,477
Enrolled :   822
Less selective 88.0% of applicants admitted
Applied early admission :   --
Admitted early admission :   --
Applied early action :   --
Admitted early action :   --
Admission stats are based on first-time, degree seeking freshmen from Fall 2016 and Fall 2017.","Admission
Regular application due:   No Regular Application Deadline
Priority application due :   --
College will notify student of admission :  --
Student must reply to acceptance by :   --
Housing deposit due :   Aug 15",,"Cost Category                     | On Campus  | Off Campus |  At Home   
In-state tuition and fees:        | $7,928.00  | $7,928.00  | $7,928.00  
Out-of-state tuition and fees:    | $9,020.00  | $9,020.00  | $9,020.00  
Room and board:                   | $10,970.00 | $9,430.00  |     --     
Books and supplies:               | $1,300.00  | $1,300.00  | $1,300.00  
Estimated personal expenses:      | $2,152.00  | $2,152.00  |     --     
Transportation expenses:          | $1,960.00  | $2,800.00  | $2,800.00  
Estimated Total In-state:         | $24,310.00 | $23,610.00 | $12,028.00 
Estimated Total Out-of-state:     | $25,402.00 | $24,702.00 | $13,120.00 ","Main Address
906 E 1st St
Thibodaux, LA 70310-2002
www.nicholls.edu"
Northwestern State University,"Quick Facts
Percentage of students graduating within 6 years : 45.0%
Total undergraduates : 9,833
First-time degree-seeking freshmen : 1,515
Percentage of financial need met (average) : 71.0%
Average financial aid package : $15,407.00
In-State Tuition : $8,670.00
Out-of-State Tuition : $19,458.00","Setting
Large Town (10-50k)
Suburban
Commuter campus
Other Characteristics
Additional sites in Shreveport, Leesville, Alexandria, and off-campus sites.","Financial Aid
International students eligible for non-need based aid",1010 - 1210,19 - 24,"General Applying Information
Application Fee:   $20.00
Application fee notes:   Paper/Online
Application Fee Waiver Available:   No
Total applicants :   5,089
Admitted :   3,236
Enrolled :   1,515
Somewhat selective 64.0% of applicants admitted
Applied early admission :   --
Admitted early admission :   --
Applied early action :   --
Admitted early action :   --
Admission stats are based on first-time, degree seeking freshmen from Fall 2016 and Fall 2017.","Admission
Regular application due:   No Regular Application Deadline
Priority application due :   --
College will notify student of admission :  --
Student must reply to acceptance by :   --
Housing deposit due :   Mar 5",,"Cost Category                     | On Campus  | Off Campus |  At Home   
In-state tuition and fees:        | $8,670.00  | $8,670.00  | $8,670.00  
Out-of-state tuition and fees:    | $19,458.00 | $19,458.00 | $19,458.00 
Room and board:                   | $9,374.00  | $9,735.00  |     --     
Books and supplies:               | $1,300.00  | $1,300.00  | $1,300.00  
Estimated personal expenses:      | $2,160.00  | $2,160.00  | $2,160.00  
Transportation expenses:          | $2,100.00  | $3,000.00  | $3,000.00  
Estimated Total In-state:         | $23,604.00 | $24,865.00 | $15,130.00 
Estimated Total Out-of-state:     | $34,392.00 | $35,653.00 | $25,918.00 ","Main Address
University Parkway
Natchitoches, LA 71497-0001
www.nsula.edu"
Southeastern Louisiana University,"Quick Facts
Regular Application Deadline : August 1
Percentage of students graduating within 6 years : 40.0%
Total undergraduates : 13,296
First-time degree-seeking freshmen : 2,733
In-State Tuition : $8,725.00
Out-of-State Tuition : $21,203.00","Setting
Large Town (10-50k)
Suburban
Commuter campus","Financial Aid
International students eligible for non-need based aid
Total Amount Awarded:  $2,908,530.00
Number of enrolled international undergraduates received aid:  170
Non-resident aliens must submit the following financial aid forms:
Foreign Student Certification of Finances",No information,20 - 25,"General Applying Information
Application Fee:   $20.00
Application fee notes:   Paper/Online
Application Fee Waiver Available:   No
Total applicants :   4,325
Admitted :   3,925
Enrolled :   2,732
Less selective 91.0% of applicants admitted
Applied early admission :   --
Admitted early admission :   --
Applied early action :   --
Admitted early action :   --
Admission stats are based on first-time, degree seeking freshmen from Fall 2016 and Fall 2017.","Admission
Application rolling begin :   Sep 15
Regular application due:   Aug 1
Priority application due :   Jul 15
College will notify student of admission :  --
Student must reply to acceptance by :   --
Housing deposit due :   Jun 15",,"Cost Category                     | On Campus  | Off Campus |  At Home   
In-state tuition and fees:        | $8,725.00  | $8,725.00  | $8,725.00  
Out-of-state tuition and fees:    | $21,203.00 | $21,203.00 | $21,203.00 
Room and board:                   | $9,210.00  | $9,656.00  |     --     
Books and supplies:               | $1,300.00  | $1,300.00  | $1,300.00  
Estimated personal expenses:      | $2,130.00  | $2,130.00  | $2,130.00  
Transportation expenses:          | $2,100.00  | $3,000.00  | $3,000.00  
Estimated Total In-state:         | $23,465.00 | $24,811.00 | $15,155.00 
Estimated Total Out-of-state:     | $35,943.00 | $37,289.00 | $27,633.00 ","Main Address
548 Ned McGehee Drive
Hammond, LA 70402-0001
www.southeastern.edu"
,,,,,,,,,,
Southern University at New Orleans,"Quick Facts
Total undergraduates : 2,108
In-State Tuition : $7,230.00
Out-of-State Tuition : $8,901.00","Setting
Large City (250-500k)
Urban
Commuter campus
Other Characteristics
Part of the Southern University System.",Financial Aid,No information,No information,"General Applying Information
Application Fee:   $20.00
Application fee notes:   Paper/Online
Application Fee Waiver Available:   No
Applied early admission :   --
Admitted early admission :   --
Applied early action :   --
Admitted early action :   --
Admission stats are based on first-time, degree seeking freshmen from Fall 2016 and Fall 2017.","Admission
Regular application due:   No Regular Application Deadline
Priority application due :   --
College will notify student of admission :  --
Student must reply to acceptance by :   --
Housing deposit due :   --",,"Cost Category                     | On Campus  | Off Campus |  At Home   
In-state tuition and fees:        | $7,230.00  | $7,230.00  | $7,230.00  
Out-of-state tuition and fees:    | $8,901.00  | $8,901.00  | $8,901.00  
Room and board:                   | $9,040.00  | $8,780.00  | $3,228.00  
Books and supplies:               | $1,220.00  | $1,220.00  | $1,220.00  
Estimated personal expenses:      | $2,003.00  | $2,003.00  | $2,003.00  
Transportation expenses:          | $1,331.00  | $1,916.00  | $1,916.00  
Estimated Total In-state:         | $20,824.00 | $21,149.00 | $15,597.00 
Estimated Total Out-of-state:     | $22,495.00 | $22,820.00 | $17,268.00 ","Main Address
6400 Press Dr
New Orleans, LA 70126-1009
www.suno.edu"
Tulane University,"Quick Facts
Regular Application Deadline : November 15
Percentage of students graduating within 6 years : 86.0%
Total undergraduates : 6,968
First-time degree-seeking freshmen : 1,821
Percentage of financial need met (average) : 94.0%
Average financial aid package : $47,132.00
In-State Tuition : $58,852.00
Out-of-State Tuition : $58,852.00","Setting
Very Large City (>500k)
Urban
Residential campus","Financial Aid
International students eligible for need based aid
International students eligible for non-need based aid
Total Amount Awarded:  $5,808,255.00
Number of enrolled international undergraduates received aid:  177
Non-resident aliens must submit the following financial aid forms:
CSS/Financial Aid PROFILE
Foreign Student Certification of Finances",1360 - 1520,31 - 33,"General Applying Information
Application Fee:   $0.00
Application Fee Waiver Available:   Yes
Total applicants :   42,185
Admitted :   5,431
Enrolled :   1,821
Most selective 13.0% of applicants admitted
Applied early admission :   2,163
Admitted early admission :   720
Applied early action :   26,483
Admitted early action :   4,588
Plan Available for early admission :   Early action - not restrictive, Early decision
Offered place on waitlist :   5,412
Number accepting place :   1,371
Accepted from list :   0
Admission stats are based on first-time, degree seeking freshmen from Fall 2016 and Fall 2017.","Admission
Regular application due:   Nov 15
Priority application due :   Nov 1
College will notify student of admission :  Apr 1
Student must reply to acceptance by :   May 1 (or within 2 week(s) if notified after May 1st)
Housing deposit due :   May 1","Early Decision And Action
Early action application due :   Nov 15
College will notify student of early action admission by :   Jan 15
Early decision application due :   Nov 1
College will notify student of early decision by :   Dec 15
Other early decision deadline :   Jan 6
College will notify student of other early decision by :   Jan 31","Cost Category                     | On Campus  | Off Campus |  At Home   
In-state tuition and fees:        | $58,852.00 | $58,852.00 | $58,852.00 
Out-of-state tuition and fees:    | $58,852.00 | $58,852.00 | $58,852.00 
Room and board:                   | $16,232.00 | $16,464.00 | $1,524.00  
Books and supplies:               | $1,200.00  | $1,200.00  | $1,200.00  
Estimated personal expenses:      | $1,110.00  | $1,110.00  | $1,110.00  
Transportation expenses:          | $1,000.00  | $1,000.00  |  $906.00   
Estimated Total In-state:         | $78,394.00 | $78,626.00 | $63,592.00 
Estimated Total Out-of-state:     | $78,394.00 | $78,626.00 | $63,592.00 ","Main Address
6823 Saint Charles Ave
New Orleans, LA 70118-5665
www.tulane.edu"
University of Louisiana at Lafayette,"Quick Facts
Percentage of students graduating within 6 years : 51.0%
Total undergraduates : 14,603
First-time degree-seeking freshmen : 2,387
Percentage of financial need met (average) : 70.0%
Average financial aid package : $11,855.00
In-State Tuition : $11,186.00
Out-of-State Tuition : $24,914.00","Setting
Small City (50-250k)
Urban
Commuter campus","Financial Aid
International students eligible for non-need based aid",1020 - 1268,21 - 26,"General Applying Information
Application Fee:   $25.00
Application fee notes:   Paper/Online
Application Fee Waiver Available:   Yes
Total applicants :   9,138
Admitted :   6,206
Enrolled :   2,536
Somewhat selective 68.0% of applicants admitted
Applied early admission :   --
Admitted early admission :   --
Applied early action :   --
Admitted early action :   --
Admission stats are based on first-time, degree seeking freshmen from Fall 2016 and Fall 2017.","Admission
Regular application due:   No Regular Application Deadline
Priority application due :   --
College will notify student of admission :  --
Student must reply to acceptance by :   --
Housing deposit due :   Jun 15",,"Cost Category                     | On Campus  | Off Campus |  At Home   
In-state tuition and fees:        | $11,186.00 | $11,186.00 | $11,186.00 
Out-of-state tuition and fees:    | $24,914.00 | $24,914.00 | $24,914.00 
Room and board:                   | $9,212.00  | $9,073.00  | $3,434.00  
Books and supplies:               | $1,300.00  | $1,300.00  | $1,300.00  
Estimated personal expenses:      | $2,130.00  | $2,003.00  | $2,130.00  
Transportation expenses:          | $2,100.00  | $1,916.00  | $3,000.00  
Estimated Total In-state:         | $25,928.00 | $25,478.00 | $21,050.00 
Estimated Total Out-of-state:     | $39,656.00 | $39,206.00 | $34,778.00 ","Main Address
104 E University Ave
Lafayette, LA 70503-2014
www.louisiana.edu"
University of Louisiana at Monroe,"Quick Facts
Regular Application Deadline : August 15
Percentage of students graduating within 6 years : 47.0%
Total undergraduates : 6,876
First-time degree-seeking freshmen : 1,143
Percentage of financial need met (average) : 68.0%
Average financial aid package : $12,395.00
In-State Tuition : $9,070.00
Out-of-State Tuition : $21,170.00","Setting
Small City (50-250k)
Urban
Commuter campus","Financial Aid
International students eligible for non-need based aid
Total Amount Awarded:  $4,795,101.00
Number of enrolled international undergraduates received aid:  260",No information,20 - 25,"General Applying Information
Application Fee:   $20.00
Application fee notes:   Paper/Online
Application Fee Waiver Available:   No
Additional application fee information:   Paper application fee may be waived for applicants with financial need
Total applicants :   4,036
Admitted :   3,203
Enrolled :   1,128
Less selective 79.0% of applicants admitted
Applied early admission :   --
Admitted early admission :   --
Applied early action :   --
Admitted early action :   --
Admission stats are based on first-time, degree seeking freshmen from Fall 2016 and Fall 2017.","Admission
Regular application due:   Aug 15
Priority application due :   --
College will notify student of admission :  --
Student must reply to acceptance by :   --
Housing deposit due :   May 1",,"Cost Category                     | On Campus  | Off Campus |  At Home   
In-state tuition and fees:        | $9,070.00  | $9,070.00  | $9,070.00  
Out-of-state tuition and fees:    | $21,170.00 | $21,170.00 | $21,170.00 
Room and board:                   | $8,914.00  | $9,254.00  | $3,292.00  
Books and supplies:               | $1,300.00  | $1,300.00  | $1,300.00  
Estimated personal expenses:      | $2,042.00  | $2,042.00  | $2,042.00  
Transportation expenses:          | $1,331.00  | $1,916.00  | $1,916.00  
Estimated Total In-state:         | $22,657.00 | $23,582.00 | $17,620.00 
Estimated Total Out-of-state:     | $34,757.00 | $35,682.00 | $29,720.00 ","Main Address
700 University Ave
Monroe, LA 71209-9000
www.ulm.edu"
University of New Orleans,"Quick Facts
Regular Application Deadline : August 15
Percentage of students graduating within 6 years : 42.0%
Total undergraduates : 6,713
First-time degree-seeking freshmen : 935
Percentage of financial need met (average) : 66.0%
Average financial aid package : $11,625.00
In-State Tuition : $8,944.00
Out-of-State Tuition : $13,780.00","Setting
Very Large City (>500k)
Urban
Commuter campus","Financial Aid
International students eligible for non-need based aid
Non-resident aliens must submit the following financial aid forms:
Foreign Student Certification of Finances",1015 - 1240,20 - 25,"General Applying Information
Application Fee:   $25.00
Application fee notes:   Paper/Online
Application Fee Waiver Available:   No
Total applicants :   5,882
Admitted :   3,267
Enrolled :   935
Somewhat selective 56.0% of applicants admitted
Applied early admission :   --
Admitted early admission :   --
Applied early action :   --
Admitted early action :   --
Admission stats are based on first-time, degree seeking freshmen from Fall 2016 and Fall 2017.","Admission
Application rolling begin :   Sep 1
Regular application due:   Aug 15
Priority application due :   Dec 15
College will notify student of admission :  --
Student must reply to acceptance by :   --
Housing deposit due :   Jul 1",,"Cost Category                     | On Campus  | Off Campus |  At Home   
In-state tuition and fees:        | $8,944.00  | $8,944.00  | $8,944.00  
Out-of-state tuition and fees:    | $13,780.00 | $13,780.00 | $13,780.00 
Room and board:                   | $11,200.00 | $3,354.00  |     --     
Books and supplies:               | $1,300.00  | $1,300.00  | $1,300.00  
Estimated personal expenses:      | $2,480.00  | $2,480.00  | $2,480.00  
Transportation expenses:          | $2,800.00  | $2,800.00  | $2,800.00  
Estimated Total In-state:         | $26,724.00 | $18,878.00 | $15,524.00 
Estimated Total Out-of-state:     | $31,560.00 | $23,714.00 | $20,360.00 ","Main Address
2000 Lakeshore Dr
New Orleans, LA 70148-3520
www.uno.edu"
Xavier University of Louisiana,"Quick Facts
Regular Application Deadline : July 1
Percentage of students graduating within 6 years : 51.0%
Total undergraduates : 2,530
First-time degree-seeking freshmen : 832
Percentage of financial need met (average) : 82.0%
Average financial aid package : $10,757.00
In-State Tuition : $25,947.00
Out-of-State Tuition : $25,947.00","Setting
Large City (250-500k)
Urban
Commuter campus","Financial Aid
International students eligible for need based aid
International students eligible for non-need based aid
Total Amount Awarded:  $421,932.00
Number of enrolled international undergraduates received aid:  42",990 - 1160,20 - 26,"General Applying Information
Application Fee:   $0.00
Application Fee Waiver Available:   Yes
Total applicants :   9,291
Admitted :   5,573
Enrolled :   832
Somewhat selective 60.0% of applicants admitted
Applied early admission :   --
Admitted early admission :   --
Applied early action :   --
Admitted early action :   --
Admission stats are based on first-time, degree seeking freshmen from Fall 2016 and Fall 2017.","Admission
Regular application due:   Jul 1
Priority application due :   Mar 1
College will notify student of admission :  --
Student must reply to acceptance by :   May 1 (or within 2 week(s) if notified after May 1st)
Housing deposit due :   May 1",,"Cost Category                     | On Campus  | Off Campus |  At Home   
In-state tuition and fees:        | $25,947.00 | $25,947.00 | $25,947.00 
Out-of-state tuition and fees:    | $25,947.00 | $25,947.00 | $25,947.00 
Room and board:                   | $9,458.00  | $9,795.00  | $3,482.00  
Books and supplies:               | $1,300.00  | $1,300.00  | $1,300.00  
Estimated personal expenses:      | $2,160.00  | $2,160.00  | $2,160.00  
Transportation expenses:          | $2,100.00  | $3,000.00  | $3,000.00  
Estimated Total In-state:         | $40,965.00 | $42,202.00 | $35,889.00 
Estimated Total Out-of-state:     | $40,965.00 | $42,202.00 | $35,889.00 ","Main Address
1 Drexel Dr
New Orleans, LA 70125-1056
www.xula.edu"
